Timestamp,Model,Episodes,Opponent_Probs,Main_Mean_ROI,Main_Std_ROI,Main_BB_100,Main_Cum_NROI
2026-01-02 16:00:36,models/ac_agent_50000.pt,100,"[0.0, 1.0, 0.0]",0.0578,1.6317,8411.33,0.0860
